Drug,Protein
DB07138,9606.ENSP00000442656
DB07138,9606.ENSP00000373700
DB07138,9606.ENSP00000361107
DB07138,9606.ENSP00000220003
DB07138,9606.ENSP00000353904
DB07138,9606.ENSP00000351209
DB07138,9606.ENSP00000281821
DB07138,9606.ENSP00000381097
DB07138,9606.ENSP00000332118
DB07138,9606.ENSP00000350896
DB07138,9606.ENSP00000481994
DB07138,9606.ENSP00000445381
DB07138,9606.ENSP00000294066
DB07138,9606.ENSP00000368884
DB07138,9606.ENSP00000350195
DB07138,9606.ENSP00000437550
DB07138,9606.ENSP00000469863
DB07138,9606.ENSP00000265026
DB07138,9606.ENSP00000353846
DB07138,9606.ENSP00000419782
DB07138,9606.ENSP00000354558
DB07138,9606.ENSP00000371067
DB07138,9606.ENSP00000366563
DB07138,9606.ENSP00000300093
DB07138,9606.ENSP00000262848
DB07138,9606.ENSP00000311713
DB07138,9606.ENSP00000427562
DB07138,9606.ENSP00000451828
DB07138,9606.ENSP00000286301
DB12500,9606.ENSP00000455607
DB12500,9606.ENSP00000324856
DB12500,9606.ENSP00000369375
DB05928,9606.ENSP00000337451
DB05928,9606.ENSP00000281092
DB05928,9606.ENSP00000363117
DB05928,9606.ENSP00000314499
DB05928,9606.ENSP00000477713
DB05928,9606.ENSP00000306124
DB05928,9606.ENSP00000382697
DB05928,9606.ENSP00000362680
DB05928,9606.ENSP00000361554
DB05928,9606.ENSP00000462468
DB05928,9606.ENSP00000500582
DB05928,9606.ENSP00000398655
DB05928,9606.ENSP00000339916
DB05928,9606.ENSP00000363571
DB05928,9606.ENSP00000304226
DB05928,9606.ENSP00000368356
DB05928,9606.ENSP00000346484
DB05928,9606.ENSP00000351908
DB05928,9606.ENSP00000442460
DB05928,9606.ENSP00000176763
DB05928,9606.ENSP00000355237
DB05928,9606.ENSP00000277120
DB05928,9606.ENSP00000276052
DB05928,9606.ENSP00000257290
DB05928,9606.ENSP00000445440
DB01259,9606.ENSP00000428924
DB01259,9606.ENSP00000378485
DB01259,9606.ENSP00000354927
DB01259,9606.ENSP00000309597
DB01259,9606.ENSP00000253055
DB01259,9606.ENSP00000355966
DB01259,9606.ENSP00000484443
DB01259,9606.ENSP00000278568
DB01259,9606.ENSP00000314067
DB01259,9606.ENSP00000353864
DB01259,9606.ENSP00000261799
DB01259,9606.ENSP00000344220
DB01259,9606.ENSP00000356155
DB01259,9606.ENSP00000362608
DB01259,9606.ENSP00000419260
DB01259,9606.ENSP00000357869
DB01259,9606.ENSP00000309591
DB01259,9606.ENSP00000359719
DB01259,9606.ENSP00000295797
DB01259,9606.ENSP00000390535
DB01259,9606.ENSP00000263025
DB01259,9606.ENSP00000383234
DB01259,9606.ENSP00000261845
DB01259,9606.ENSP00000311005
DB01259,9606.ENSP00000378974
DB01259,9606.ENSP00000333685
DB01259,9606.ENSP00000211287
DB01259,9606.ENSP00000302486
DB01259,9606.ENSP00000345083
DB01259,9606.ENSP00000468348
DB01259,9606.ENSP00000233057
DB01259,9606.ENSP00000334876
DB01259,9606.ENSP00000357494
DB01259,9606.ENSP00000410402
DB01259,9606.ENSP00000362931
DB01259,9606.ENSP00000233027
DB01259,9606.ENSP00000369325
DB01259,9606.ENSP00000225577
DB01259,9606.ENSP00000364898
DB01259,9606.ENSP00000370912
DB01259,9606.ENSP00000351905
DB01259,9606.ENSP00000358813
DB01259,9606.ENSP00000264316
DB01259,9606.ENSP00000402084
DB01259,9606.ENSP00000482548
DB01259,9606.ENSP00000324560
DB01259,9606.ENSP00000365730
DB01259,9606.ENSP00000342105
DB01259,9606.ENSP00000216911
DB01259,9606.ENSP00000355731
DB01259,9606.ENSP00000263881
DB01259,9606.ENSP00000256460
DB01259,9606.ENSP00000449381
DB01259,9606.ENSP00000494788
DB01259,9606.ENSP00000181839
DB01259,9606.ENSP00000259808
DB01259,9606.ENSP00000220751
DB01259,9606.ENSP00000341874
DB01259,9606.ENSP00000337194
DB01259,9606.ENSP00000306340
DB01259,9606.ENSP00000371614
DB01259,9606.ENSP00000459799
DB01259,9606.ENSP00000378505
DB01259,9606.ENSP00000357345
DB01259,9606.ENSP00000361275
DB01259,9606.ENSP00000263955
DB01259,9606.ENSP00000442656
DB01259,9606.ENSP00000373700
DB01259,9606.ENSP00000361107
DB01259,9606.ENSP00000220003
DB01259,9606.ENSP00000353904
DB01259,9606.ENSP00000351209
DB01259,9606.ENSP00000281821
DB01259,9606.ENSP00000381097
DB01259,9606.ENSP00000332118
DB01259,9606.ENSP00000350896
DB01259,9606.ENSP00000481994
DB01259,9606.ENSP00000445381
DB01259,9606.ENSP00000368884
DB01259,9606.ENSP00000350195
DB01259,9606.ENSP00000437550
DB01259,9606.ENSP00000469863
DB01259,9606.ENSP00000265026
DB01259,9606.ENSP00000353846
DB01259,9606.ENSP00000419782
DB11663,9606.ENSP00000394734
DB11663,9606.ENSP00000354207
DB11663,9606.ENSP00000215659
DB11663,9606.ENSP00000295408
DB11663,9606.ENSP00000302898
DB11663,9606.ENSP00000425824
DB11663,9606.ENSP00000316512
DB11663,9606.ENSP00000346148
DB11663,9606.ENSP00000379964
DB11663,9606.ENSP00000261211
DB11663,9606.ENSP00000356899
DB11663,9606.ENSP00000373574
DB11663,9606.ENSP00000483570
DB11663,9606.ENSP00000432511
DB11663,9606.ENSP00000455607
DB11663,9606.ENSP00000324856
DB11663,9606.ENSP00000369375
DB11663,9606.ENSP00000497069
DB11663,9606.ENSP00000345629
DB11663,9606.ENSP00000353824
DB11663,9606.ENSP00000372023
DB11663,9606.ENSP00000269571
DB11663,9606.ENSP00000371341
DB11663,9606.ENSP00000431418
DB11663,9606.ENSP00000274643
DB11663,9606.ENSP00000469413
DB11663,9606.ENSP00000343248
DB11663,9606.ENSP00000303887
DB11663,9606.ENSP00000342235
DB11663,9606.ENSP00000465039
DB11663,9606.ENSP00000400312
DB11663,9606.ENSP00000405004
DB11663,9606.ENSP00000340361
DB11663,9606.ENSP00000381535
DB11663,9606.ENSP00000265334
DB11663,9606.ENSP00000498083
DB11663,9606.ENSP00000357883
DB11663,9606.ENSP00000401907
DB11663,9606.ENSP00000363708
DB11663,9606.ENSP00000410561
DB11663,9606.ENSP00000362361
DB11663,9606.ENSP00000255641
DB11663,9606.ENSP00000442973
DB08094,9606.ENSP00000357494
DB08094,9606.ENSP00000410402
DB08094,9606.ENSP00000362931
DB08094,9606.ENSP00000233027
DB08094,9606.ENSP00000369325
DB08094,9606.ENSP00000225577
DB11829,9606.ENSP00000419782
DB11829,9606.ENSP00000354558
DB11829,9606.ENSP00000371067
DB11829,9606.ENSP00000366563
DB11829,9606.ENSP00000300093
DB11829,9606.ENSP00000262848
DB11829,9606.ENSP00000311713
DB11829,9606.ENSP00000427562
DB11829,9606.ENSP00000451828
DB11829,9606.ENSP00000286301
DB05969,9606.ENSP00000263955
DB05969,9606.ENSP00000442656
DB05969,9606.ENSP00000373700
DB05969,9606.ENSP00000361107
DB05969,9606.ENSP00000419060
DB05969,9606.ENSP00000220003
DB05969,9606.ENSP00000353904
DB05969,9606.ENSP00000351209
DB05969,9606.ENSP00000281821
DB05969,9606.ENSP00000381097
DB05969,9606.ENSP00000332118
DB05969,9606.ENSP00000350896
DB05969,9606.ENSP00000481994
DB05969,9606.ENSP00000445381
DB05969,9606.ENSP00000294066
DB05969,9606.ENSP00000368884
DB05969,9606.ENSP00000350195
DB05969,9606.ENSP00000437550
DB05969,9606.ENSP00000469863
DB05969,9606.ENSP00000265026
DB05969,9606.ENSP00000353846
DB05969,9606.ENSP00000419782
DB05969,9606.ENSP00000354558
DB05969,9606.ENSP00000371067
DB05969,9606.ENSP00000366563
DB05969,9606.ENSP00000300093
DB05969,9606.ENSP00000262848
DB05969,9606.ENSP00000311713
DB05969,9606.ENSP00000427562
DB05969,9606.ENSP00000451828
DB05969,9606.ENSP00000286301
DB00091,9606.ENSP00000419425
DB05984,9606.ENSP00000361423
DB05984,9606.ENSP00000427562
DB05984,9606.ENSP00000451828
DB05984,9606.ENSP00000286301
DB05984,9606.ENSP00000337451
DB05984,9606.ENSP00000281092
DB05984,9606.ENSP00000363117
DB05984,9606.ENSP00000314499
DB05984,9606.ENSP00000477713
DB05984,9606.ENSP00000306124
DB05984,9606.ENSP00000382697
DB05984,9606.ENSP00000362680
DB05984,9606.ENSP00000361554
DB05984,9606.ENSP00000462468
DB05984,9606.ENSP00000500582
DB05984,9606.ENSP00000398655
DB05984,9606.ENSP00000339916
DB05984,9606.ENSP00000363571
DB05984,9606.ENSP00000304226
DB05984,9606.ENSP00000368356
DB05984,9606.ENSP00000346484
DB05984,9606.ENSP00000351908
DB05984,9606.ENSP00000442460
DB05984,9606.ENSP00000176763
DB05984,9606.ENSP00000355237
DB05984,9606.ENSP00000277120
DB05984,9606.ENSP00000276052
DB05984,9606.ENSP00000257290
DB05984,9606.ENSP00000445440
DB05984,9606.ENSP00000501150
DB05984,9606.ENSP00000360290
DB05984,9606.ENSP00000331602
DB05984,9606.ENSP00000359552
DB05984,9606.ENSP00000263125
DB05984,9606.ENSP00000264399
DB05984,9606.ENSP00000429744
DB05984,9606.ENSP00000361892
DB05984,9606.ENSP00000338127
DB05984,9606.ENSP00000263798
DB05984,9606.ENSP00000408002
DB05984,9606.ENSP00000449038
DB05984,9606.ENSP00000325748
DB05984,9606.ENSP00000387246
DB05984,9606.ENSP00000274289
DB05984,9606.ENSP00000376306
DB05984,9606.ENSP00000229812
DB05984,9606.ENSP00000424757
DB05984,9606.ENSP00000411099
DB05984,9606.ENSP00000369390
DB05984,9606.ENSP00000466363
DB05984,9606.ENSP00000348278
DB05984,9606.ENSP00000329967
DB05984,9606.ENSP00000379842
DB05984,9606.ENSP00000464030
DB05984,9606.ENSP00000357178
DB05984,9606.ENSP00000270861
DB05984,9606.ENSP00000484390
DB05984,9606.ENSP00000362702
DB05984,9606.ENSP00000199389
DB05984,9606.ENSP00000372035
DB07159,9606.ENSP00000394484
DB07159,9606.ENSP00000217188
DB07159,9606.ENSP00000370891
DB07159,9606.ENSP00000340373
DB07159,9606.ENSP00000356355
DB07159,9606.ENSP00000364361
DB07159,9606.ENSP00000215832
DB08865,9606.ENSP00000430684
DB08865,9606.ENSP00000358997
DB08865,9606.ENSP00000241416
DB08865,9606.ENSP00000375892
DB08865,9606.ENSP00000301178
DB08865,9606.ENSP00000259089
DB08865,9606.ENSP00000350224
DB08865,9606.ENSP00000282356
DB08865,9606.ENSP00000266970
DB08865,9606.ENSP00000256443
DB08865,9606.ENSP00000261798
DB08865,9606.ENSP00000380044
DB08865,9606.ENSP00000217244
DB08865,9606.ENSP00000262506
DB08865,9606.ENSP00000427552
DB08865,9606.ENSP00000267101
DB08865,9606.ENSP00000331504
DB08865,9606.ENSP00000282397
DB08865,9606.ENSP00000476145
DB08865,9606.ENSP00000324806
DB08865,9606.ENSP00000365012
DB08865,9606.ENSP00000499900
DB08865,9606.ENSP00000263923
DB08865,9606.ENSP00000336740
DB08865,9606.ENSP00000428924
DB08865,9606.ENSP00000378485
DB08865,9606.ENSP00000354927
DB08865,9606.ENSP00000309597
DB08865,9606.ENSP00000253055
DB08865,9606.ENSP00000355966
DB08865,9606.ENSP00000484443
DB08865,9606.ENSP00000278568
DB08865,9606.ENSP00000314067
DB08865,9606.ENSP00000353864
DB08865,9606.ENSP00000261799
DB08865,9606.ENSP00000344220
DB08865,9606.ENSP00000356155
DB08865,9606.ENSP00000362608
DB08865,9606.ENSP00000419260
DB08865,9606.ENSP00000357869
DB08865,9606.ENSP00000309591
DB08865,9606.ENSP00000359719
DB08865,9606.ENSP00000295797
DB08865,9606.ENSP00000390535
DB08865,9606.ENSP00000263025
DB08865,9606.ENSP00000383234
DB08865,9606.ENSP00000261845
DB08865,9606.ENSP00000311005
DB08865,9606.ENSP00000378974
DB08865,9606.ENSP00000333685
DB08865,9606.ENSP00000211287
DB08865,9606.ENSP00000302486
DB08865,9606.ENSP00000345083
DB08865,9606.ENSP00000468348
DB08865,9606.ENSP00000233057
DB08865,9606.ENSP00000334876
DB08865,9606.ENSP00000410402
DB08865,9606.ENSP00000362931
DB08865,9606.ENSP00000233027
DB08865,9606.ENSP00000369325
DB08865,9606.ENSP00000225577
DB08865,9606.ENSP00000364898
DB08865,9606.ENSP00000370912
DB08865,9606.ENSP00000351905
DB08865,9606.ENSP00000358813
DB08865,9606.ENSP00000264316
DB08865,9606.ENSP00000431885
DB08865,9606.ENSP00000402084
DB08865,9606.ENSP00000482548
DB08865,9606.ENSP00000324560
DB08865,9606.ENSP00000365730
DB08865,9606.ENSP00000342105
DB08865,9606.ENSP00000216911
DB08865,9606.ENSP00000355731
DB08865,9606.ENSP00000256460
DB08865,9606.ENSP00000449381
DB08865,9606.ENSP00000494788
DB08865,9606.ENSP00000181839
DB08865,9606.ENSP00000259808
DB08865,9606.ENSP00000220751
DB08865,9606.ENSP00000341874
DB08865,9606.ENSP00000337194
DB06626,9606.ENSP00000359552
DB06626,9606.ENSP00000263125
DB06626,9606.ENSP00000264399
DB06626,9606.ENSP00000429744
DB06626,9606.ENSP00000361892
DB06626,9606.ENSP00000338127
DB06626,9606.ENSP00000263798
DB06626,9606.ENSP00000408002
DB06626,9606.ENSP00000449038
DB06626,9606.ENSP00000325748
DB11958,9606.ENSP00000476145
DB11958,9606.ENSP00000324806
DB11958,9606.ENSP00000365012
DB11958,9606.ENSP00000336740
DB11958,9606.ENSP00000428924
DB11958,9606.ENSP00000378485
DB11958,9606.ENSP00000354927
DB12429,9606.ENSP00000255641
DB00619,9606.ENSP00000367686
DB00619,9606.ENSP00000478874
DB00619,9606.ENSP00000009105
DB00619,9606.ENSP00000166244
DB00619,9606.ENSP00000332454
DB00619,9606.ENSP00000261716
DB00619,9606.ENSP00000475724
DB00619,9606.ENSP00000385571
DB00619,9606.ENSP00000292408
DB00619,9606.ENSP00000410294
DB00619,9606.ENSP00000393312
DB00619,9606.ENSP00000347032
DB00619,9606.ENSP00000315118
DB00619,9606.ENSP00000376647
DB00619,9606.ENSP00000262948
DB00619,9606.ENSP00000416750
DB00619,9606.ENSP00000499251
DB00619,9606.ENSP00000262891
DB00619,9606.ENSP00000369162
DB00619,9606.ENSP00000375081
DB00619,9606.ENSP00000371188
DB00619,9606.ENSP00000356070
DB00619,9606.ENSP00000238616
DB00619,9606.ENSP00000365162
DB00619,9606.ENSP00000451263
DB00619,9606.ENSP00000394484
DB00619,9606.ENSP00000217188
DB00619,9606.ENSP00000370891
DB00619,9606.ENSP00000340373
DB00619,9606.ENSP00000356355
DB00619,9606.ENSP00000364361
DB00619,9606.ENSP00000215832
DB00619,9606.ENSP00000381531
DB00619,9606.ENSP00000394560
DB00619,9606.ENSP00000406472
DB00619,9606.ENSP00000264952
DB00619,9606.ENSP00000291823
DB00619,9606.ENSP00000178640
DB00619,9606.ENSP00000381070
DB00619,9606.ENSP00000369126
DB00619,9606.ENSP00000358335
DB00619,9606.ENSP00000343658
DB00619,9606.ENSP00000372857
DB00619,9606.ENSP00000407442
DB00619,9606.ENSP00000346671
DB00619,9606.ENSP00000420849
DB00619,9606.ENSP00000341189
DB00619,9606.ENSP00000380638
DB00619,9606.ENSP00000270162
DB00619,9606.ENSP00000298630
DB00619,9606.ENSP00000306678
DB00619,9606.ENSP00000480763
DB00619,9606.ENSP00000378288
DB00619,9606.ENSP00000262300
DB00619,9606.ENSP00000381129
DB00619,9606.ENSP00000347767
DB00619,9606.ENSP00000263800
DB00619,9606.ENSP00000264972
DB00619,9606.ENSP00000343325
DB00619,9606.ENSP00000380675
DB00619,9606.ENSP00000483467
DB00619,9606.ENSP00000356130
DB08877,9606.ENSP00000394734
DB08877,9606.ENSP00000354207
DB08877,9606.ENSP00000215659
DB08877,9606.ENSP00000295408
DB08877,9606.ENSP00000425824
DB08877,9606.ENSP00000316512
DB08877,9606.ENSP00000346148
DB08877,9606.ENSP00000379964
DB08877,9606.ENSP00000261211
DB08877,9606.ENSP00000356899
DB08877,9606.ENSP00000373574
DB08877,9606.ENSP00000483570
DB08568,9606.ENSP00000356070
DB08568,9606.ENSP00000238616
DB08568,9606.ENSP00000365162
DB08568,9606.ENSP00000451263
DB03044,9606.ENSP00000432511
DB11828,9606.ENSP00000408002
DB11828,9606.ENSP00000449038
DB11828,9606.ENSP00000325748
DB11828,9606.ENSP00000387246
DB11828,9606.ENSP00000274289
DB11828,9606.ENSP00000376306
DB11828,9606.ENSP00000229812
DB11828,9606.ENSP00000424757
DB11828,9606.ENSP00000411099
DB11828,9606.ENSP00000369390
DB11828,9606.ENSP00000466363
DB11828,9606.ENSP00000348278
DB11828,9606.ENSP00000329967
DB11828,9606.ENSP00000379842
DB11828,9606.ENSP00000464030
DB11828,9606.ENSP00000357178
DB11828,9606.ENSP00000270861
DB11828,9606.ENSP00000484390
DB11828,9606.ENSP00000359119
DB11828,9606.ENSP00000362702
DB11828,9606.ENSP00000199389
DB11828,9606.ENSP00000372035
DB11828,9606.ENSP00000270112
DB11828,9606.ENSP00000378914
DB11828,9606.ENSP00000358770
DB11828,9606.ENSP00000298048
DB11828,9606.ENSP00000261402
DB11828,9606.ENSP00000349458
DB11828,9606.ENSP00000251472
DB11828,9606.ENSP00000373684
DB11828,9606.ENSP00000399511
DB11828,9606.ENSP00000305976
DB11828,9606.ENSP00000295709
DB11828,9606.ENSP00000479889
DB11828,9606.ENSP00000310094
DB11828,9606.ENSP00000384625
DB11828,9606.ENSP00000376317
DB11828,9606.ENSP00000377867
DB11828,9606.ENSP00000495965
DB11828,9606.ENSP00000383053
DB11828,9606.ENSP00000385751
DB11828,9606.ENSP00000250896
DB11828,9606.ENSP00000334836
DB11828,9606.ENSP00000354006
DB11828,9606.ENSP00000296088
DB11828,9606.ENSP00000283109
DB11828,9606.ENSP00000282908
DB11828,9606.ENSP00000483424
DB11828,9606.ENSP00000222330
DB11828,9606.ENSP00000453858
DB11828,9606.ENSP00000355741
DB11828,9606.ENSP00000367686
DB11828,9606.ENSP00000478874
DB11828,9606.ENSP00000009105
DB11828,9606.ENSP00000166244
DB11828,9606.ENSP00000332454
DB11828,9606.ENSP00000316948
DB11828,9606.ENSP00000261716
DB11828,9606.ENSP00000422435
DB11828,9606.ENSP00000475724
DB11828,9606.ENSP00000385571
DB11828,9606.ENSP00000292408
DB11828,9606.ENSP00000410294
DB11828,9606.ENSP00000393312
DB11828,9606.ENSP00000347032
DB11828,9606.ENSP00000315118
DB11828,9606.ENSP00000376647
DB11828,9606.ENSP00000262948
DB11828,9606.ENSP00000416750
DB11828,9606.ENSP00000499251
DB11828,9606.ENSP00000262891
DB11828,9606.ENSP00000369162
DB11828,9606.ENSP00000375081
DB11828,9606.ENSP00000371188
DB11828,9606.ENSP00000356070
DB11828,9606.ENSP00000238616
DB11828,9606.ENSP00000365162
DB11828,9606.ENSP00000451263
DB11828,9606.ENSP00000394484
DB11829,9606.ENSP00000381097
DB11829,9606.ENSP00000332118
DB11829,9606.ENSP00000350896
DB11829,9606.ENSP00000481994
DB11829,9606.ENSP00000445381
DB11829,9606.ENSP00000294066
DB11829,9606.ENSP00000368884
DB11829,9606.ENSP00000350195
DB11829,9606.ENSP00000437550
DB11829,9606.ENSP00000469863
DB06626,9606.ENSP00000387246
DB06626,9606.ENSP00000274289
DB06626,9606.ENSP00000376306
DB06626,9606.ENSP00000229812
DB06626,9606.ENSP00000424757
DB06626,9606.ENSP00000411099
DB06626,9606.ENSP00000369390
DB06626,9606.ENSP00000466363
DB06626,9606.ENSP00000348278
DB06626,9606.ENSP00000329967
DB06626,9606.ENSP00000379842
DB06626,9606.ENSP00000464030
DB06626,9606.ENSP00000357178
DB06626,9606.ENSP00000270861
DB06626,9606.ENSP00000484390
DB06626,9606.ENSP00000359119
DB06626,9606.ENSP00000362702
DB06626,9606.ENSP00000199389
DB06626,9606.ENSP00000372035
DB06626,9606.ENSP00000270112
DB06626,9606.ENSP00000378914
DB06626,9606.ENSP00000358770
DB06626,9606.ENSP00000298048
DB06626,9606.ENSP00000261402
DB06626,9606.ENSP00000349458
DB06626,9606.ENSP00000251472
DB06626,9606.ENSP00000373684
DB06626,9606.ENSP00000399511
DB06626,9606.ENSP00000305976
DB06626,9606.ENSP00000295709
DB06626,9606.ENSP00000479889
DB06626,9606.ENSP00000310094
DB06626,9606.ENSP00000384625
DB06626,9606.ENSP00000376317
DB06626,9606.ENSP00000377867
DB06626,9606.ENSP00000495965
DB06626,9606.ENSP00000383053
DB06626,9606.ENSP00000385751
DB06626,9606.ENSP00000250896
DB06626,9606.ENSP00000334836
DB06626,9606.ENSP00000354006
DB06626,9606.ENSP00000296088
DB06626,9606.ENSP00000283109
DB06626,9606.ENSP00000282908
DB06626,9606.ENSP00000483424
DB06626,9606.ENSP00000222330
DB06626,9606.ENSP00000453858
DB06626,9606.ENSP00000355741
DB06626,9606.ENSP00000367686
DB06626,9606.ENSP00000478874
DB06626,9606.ENSP00000009105
DB06626,9606.ENSP00000166244
DB06626,9606.ENSP00000347942
DB06626,9606.ENSP00000332454
DB06626,9606.ENSP00000316948
DB06626,9606.ENSP00000261716
DB06626,9606.ENSP00000475724
DB06626,9606.ENSP00000385571
DB06626,9606.ENSP00000292408
DB06626,9606.ENSP00000410294
DB06626,9606.ENSP00000393312
DB08094,9606.ENSP00000364898
DB08094,9606.ENSP00000370912
DB08094,9606.ENSP00000351905
DB08094,9606.ENSP00000358813
DB08094,9606.ENSP00000264316
DB08094,9606.ENSP00000402084
DB08094,9606.ENSP00000482548
DB08094,9606.ENSP00000324560
DB08094,9606.ENSP00000365730
DB08094,9606.ENSP00000342105
DB08094,9606.ENSP00000216911
DB08094,9606.ENSP00000263881
DB08094,9606.ENSP00000256460
DB08094,9606.ENSP00000449381
DB08094,9606.ENSP00000494788
DB08094,9606.ENSP00000181839
DB08094,9606.ENSP00000259808
DB08094,9606.ENSP00000220751
DB08094,9606.ENSP00000341874
DB08094,9606.ENSP00000337194
DB08094,9606.ENSP00000306340
DB08094,9606.ENSP00000371614
DB08094,9606.ENSP00000459799
DB08094,9606.ENSP00000378505
DB08094,9606.ENSP00000357345
DB05928,9606.ENSP00000455607
DB05928,9606.ENSP00000324856
DB05928,9606.ENSP00000369375
DB05928,9606.ENSP00000497069
DB05928,9606.ENSP00000345629
DB05928,9606.ENSP00000353824
DB05928,9606.ENSP00000372023
DB05928,9606.ENSP00000269571
DB05928,9606.ENSP00000422435
DB05928,9606.ENSP00000371341
DB05928,9606.ENSP00000431418
DB05928,9606.ENSP00000274643
DB05928,9606.ENSP00000469413
DB05928,9606.ENSP00000343248
DB05928,9606.ENSP00000303887
DB05928,9606.ENSP00000342235
DB05928,9606.ENSP00000465039
DB05928,9606.ENSP00000400312
DB05928,9606.ENSP00000405004
DB05928,9606.ENSP00000340361
DB05928,9606.ENSP00000381535
DB05928,9606.ENSP00000265334
DB05928,9606.ENSP00000498083
